ProjID,Retail Store Number,Selling Location Type,Temperature,Movement period,Division,Store State,Account Format,Width,Traffic flow,Number of Segments,Number of Fixtures,Chain POG Field 7,Chain POG Field 8,Chain POG Field 9,Chain POG Field 10,StoreID,Planogram Number,Chain POG Field 1,Chain POG Field 2,Chain POG Field 3,# of Cooler Doors,Number of Stores,Chain POG Field 5,Chain POG Field 6,PlanoID,Wholesaler
Shelf IQ PowerBI 2025 - Chain.csv,Circle K #5369 (COLA),DOORS,COLD,7,Circle K,SC,Convenience,87,Left-right,3,17,,,,,Shelf IQ PowerBI 2025 - Chain.csv|Circle K #5369 (COLA),Circle K #5369 (COLA)|1|Circle K #5369 (COLA),,,,,1,,,Shelf IQ PowerBI 2025 - Chain.csv|Circle K #5369 (COLA)|1|Circle K #5369 (COLA),33916-COLA
Shelf IQ PowerBI 2025 - Chain.csv,Circle K #5371 (COLA),DOORS,COLD,7,Circle K,SC,Convenience,204,Left-right,6,27,,,,,Shelf IQ PowerBI 2025 - Chain.csv|Circle K #5371 (COLA),Circle K #5371 (COLA)|1|Circle K #5371 (COLA),,,,,1,,,Shelf IQ PowerBI 2025 - Chain.csv|Circle K #5371 (COLA)|1|Circle K #5371 (COLA),33916-COLA
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Circle K #0423 (GVL),DOORS,COLD,7,Circle K,SC,Convenience,144,Right-left,6,33,,,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #0423 (GVL),Circle K #0423 (GVL)|1|Circle K #0423 (GVL),,,,,1,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #0423 (GVL)|1|Circle K #0423 (GVL),53929-GVL
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Circle K #0453 (COLA),DOORS,COLD,7,Circle K,SC,Convenience,424,Left-right,14,45,,,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #0453 (COLA),Circle K #0453 (COLA)|1|Circle K #0453 (COLA),,,,,1,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #0453 (COLA)|1|Circle K #0453 (COLA),33916-COLA
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Circle K #0476 (COLA),DOORS,COLD,7,Circle K,SC,Convenience,150,Left-right,5,29,,,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #0476 (COLA),Circle K #0476 (COLA)|1|Circle K #0476 (COLA),,,,,1,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #0476 (COLA)|1|Circle K #0476 (COLA),33916-COLA
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Circle K #0822 (COLA),DOORS,COLD,7,Circle K,SC,Convenience,172,Right-left,8,43,,,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #0822 (COLA),Circle K #0822 (COLA)|1|Circle K #0822 (COLA),,,,,1,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #0822 (COLA)|1|Circle K #0822 (COLA),33916-COLA
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Circle K #0842 (COLA),DOORS,COLD,7,Circle K,SC,Convenience,172,Right-left,8,43,,,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #0842 (COLA),Circle K #0842 (COLA)|1|Circle K #0842 (COLA),,,,,1,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #0842 (COLA)|1|Circle K #0842 (COLA),33916-COLA
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Circle K #0849 (COLA),DOORS,COLD,7,Circle K,SC,Convenience,198,Left-right,9,49,,,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #0849 (COLA),Circle K #0849 (COLA)|1|Circle K #0849 (COLA),,,,,1,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #0849 (COLA)|1|Circle K #0849 (COLA),33916-COLA
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Circle K #0851 (GVL),DOORS,COLD,7,Circle K,SC,Convenience,312,Left-right,10,51,,,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #0851 (GVL),Circle K #0851 (GVL)|1|Circle K #0851 (GVL),,,,,1,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #0851 (GVL)|1|Circle K #0851 (GVL),53929-GVL
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Circle K #2568 (COLA),DOORS,COLD,7,Circle K,SC,Convenience,90,Right-left,3,16,,,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #2568 (COLA),Circle K #2568 (COLA)|1|Circle K #2568 (COLA),,,,,1,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #2568 (COLA)|1|Circle K #2568 (COLA),33916-COLA
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Circle K #2708100 (CHS),DOORS,COLD,7,Circle K,SC,Convenience,252,Right-left,10,46,,,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #2708100 (CHS),Circle K #2708100 (CHS)|1|Circle K #2708100 (CHS),,,,,1,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #2708100 (CHS)|1|Circle K #2708100 (CHS),23912-CHS
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Circle K #2723855 (CHS),DOORS,COLD,7,Circle K,SC,Convenience,120,Left-right,4,23,,,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #2723855 (CHS),Circle K #2723855 (CHS)|1|Circle K #2723855 (CHS),,,,,1,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #2723855 (CHS)|1|Circle K #2723855 (CHS),23912-CHS
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Circle K #3105 (COLA),DOORS,COLD,7,Circle K,SC,Convenience,90,Left-right,3,18,,,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #3105 (COLA),Circle K #3105 (COLA)|1|Circle K #3105 (COLA),,,,,1,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #3105 (COLA)|1|Circle K #3105 (COLA),33916-COLA
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Circle K #3238 (COLA),DOORS,COLD,7,Circle K,SC,Convenience,78,Left-right,3,17,,,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #3238 (COLA),Circle K #3238 (COLA)|1|Circle K #3238 (COLA),,,,,1,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #3238 (COLA)|1|Circle K #3238 (COLA),33916-COLA
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Circle K #3239 (COLA),DOORS,COLD,7,Circle K,SC,Convenience,78,Left-right,3,17,,,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #3239 (COLA),Circle K #3239 (COLA)|1|Circle K #3239 (COLA),,,,,1,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #3239 (COLA)|1|Circle K #3239 (COLA),33916-COLA
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Circle K #3242 (COLA),DOORS,COLD,7,Circle K,SC,Convenience,104,Right-left,4,21,,,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #3242 (COLA),Circle K #3242 (COLA)|1|Circle K #3242 (COLA),,,,,1,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #3242 (COLA)|1|Circle K #3242 (COLA),33916-COLA
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Circle K #3254 (COLA),DOORS,COLD,7,Circle K,SC,Convenience,116,Right-left,4,22,,,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #3254 (COLA),Circle K #3254 (COLA)|1|Circle K #3254 (COLA),,,,,1,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #3254 (COLA)|1|Circle K #3254 (COLA),33916-COLA
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Circle K #3272 (COLA),DOORS,COLD,7,Circle K,SC,Convenience,120,Right-left,4,23,,,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #3272 (COLA),Circle K #3272 (COLA)|1|Circle K #3272 (COLA),,,,,1,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #3272 (COLA)|1|Circle K #3272 (COLA),33916-COLA
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Circle K #3273 (COLA),DOORS,COLD,7,Circle K,SC,Convenience,150,Right-left,5,28,,,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #3273 (COLA),Circle K #3273 (COLA)|1|Circle K #3273 (COLA),,,,,1,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #3273 (COLA)|1|Circle K #3273 (COLA),33916-COLA
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Circle K #3274 (COLA),DOORS,COLD,7,Circle K,SC,Convenience,150,Right-left,5,28,,,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #3274 (COLA),Circle K #3274 (COLA)|1|Circle K #3274 (COLA),,,,,1,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #3274 (COLA)|1|Circle K #3274 (COLA),33916-COLA
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Circle K #3282 (GVL),DOORS,COLD,7,Circle K,SC,Convenience,66,Right-left,3,16,,,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #3282 (GVL),Circle K #3282 (GVL)|1|Circle K #3282 (GVL),,,,,1,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #3282 (GVL)|1|Circle K #3282 (GVL),53929-GVL
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Circle K #3284 (GVL),DOORS,COLD,7,Circle K,SC,Convenience,88,Left-right,4,22,,,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #3284 (GVL),Circle K #3284 (GVL)|1|Circle K #3284 (GVL),,,,,1,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #3284 (GVL)|1|Circle K #3284 (GVL),53929-GVL
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Circle K #3285 (GVL),DOORS,COLD,7,Circle K,SC,Convenience,63,Right-left,3,15,,,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #3285 (GVL),Circle K #3285 (GVL)|1|Circle K #3285 (GVL),,,,,1,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #3285 (GVL)|1|Circle K #3285 (GVL),53929-GVL
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Circle K #3289 (GVL),DOORS,COLD,7,Circle K,SC,Convenience,66,Right-left,3,16,,,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #3289 (GVL),Circle K #3289 (GVL)|1|Circle K #3289 (GVL),,,,,1,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #3289 (GVL)|1|Circle K #3289 (GVL),53929-GVL
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Circle K #3441 (COLA),DOORS,COLD,7,Circle K,SC,Convenience,150,Right-left,5,28,,,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #3441 (COLA),Circle K #3441 (COLA)|1|Circle K #3441 (COLA),,,,,1,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #3441 (COLA)|1|Circle K #3441 (COLA),33916-COLA
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Circle K #3485 (COLA),DOORS,COLD,7,Circle K,SC,Convenience,99,Left-right,4,23,,,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #3485 (COLA),Circle K #3485 (COLA)|1|Circle K #3485 (COLA),,,,,1,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #3485 (COLA)|1|Circle K #3485 (COLA),33916-COLA
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Circle K #3837 (COLA),DOORS,COLD,7,Circle K,SC,Convenience,210,Right-left,7,40,,,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #3837 (COLA),Circle K #3837 (COLA)|1|Circle K #3837 (COLA),,,,,1,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #3837 (COLA)|1|Circle K #3837 (COLA),33916-COLA
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Circle K #5131 (COLA),DOORS,COLD,7,Circle K,SC,Convenience,84,Right-left,4,21,,,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #5131 (COLA),Circle K #5131 (COLA)|1|Circle K #5131 (COLA),,,,,1,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #5131 (COLA)|1|Circle K #5131 (COLA),33916-COLA
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Circle K #5133 (COLA),DOORS,COLD,7,Circle K,SC,Convenience,126,Right-left,6,36,,,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #5133 (COLA),Circle K #5133 (COLA)|1|Circle K #5133 (COLA),,,,,1,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #5133 (COLA)|1|Circle K #5133 (COLA),33916-COLA
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Circle K #5142 (COLA),DOORS,COLD,7,Circle K,SC,Convenience,88,Right-left,4,24,,,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #5142 (COLA),Circle K #5142 (COLA)|1|Circle K #5142 (COLA),,,,,1,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #5142 (COLA)|1|Circle K #5142 (COLA),33916-COLA
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Circle K #5183 (COLA),DOORS,COLD,7,Circle K,SC,Convenience,150,Right-left,5,29,,,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #5183 (COLA),Circle K #5183 (COLA)|1|Circle K #5183 (COLA),,,,,1,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #5183 (COLA)|1|Circle K #5183 (COLA),33916-COLA
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Circle K #5361 (COLA),DOORS,COLD,7,Circle K,SC,Convenience,120,Right-left,4,22,,,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #5361 (COLA),Circle K #5361 (COLA)|1|Circle K #5361 (COLA),,,,,1,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #5361 (COLA)|1|Circle K #5361 (COLA),33916-COLA
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Circle K #5369 (COLA),DOORS,COLD,7,Circle K,SC,Convenience,87,Left-right,3,17,,,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #5369 (COLA),Circle K #5369 (COLA)|1|Circle K #5369 (COLA),,,,,1,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #5369 (COLA)|1|Circle K #5369 (COLA),33916-COLA
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Circle K #5371 (COLA),DOORS,COLD,7,Circle K,SC,Convenience,204,Left-right,6,27,,,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #5371 (COLA),Circle K #5371 (COLA)|1|Circle K #5371 (COLA),,,,,1,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #5371 (COLA)|1|Circle K #5371 (COLA),33916-COLA
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Circle K #6483 (GVL),DOORS,COLD,7,Circle K,SC,Convenience,342,Right-left,11,40,,,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #6483 (GVL),Circle K #6483 (GVL)|1|Circle K #6483 (GVL),,,,,1,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #6483 (GVL)|1|Circle K #6483 (GVL),53929-GVL
Shelf IQ PowerBI 2025 - Chain.csv,Circle K #2707255 (FITZ),DOORS,COLD,7,Circle K,GA,Convenience,435,Right-left,9,48,,,,,Shelf IQ PowerBI 2025 - Chain.csv|Circle K #2707255 (FITZ),Circle K #2707255 (FITZ)|1|Circle K #2707255 (FITZ),,,,,1,,,Shelf IQ PowerBI 2025 - Chain.csv|Circle K #2707255 (FITZ)|1|Circle K #2707255 (FITZ),61025-FITZ
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Circle K #5159 (SAV),DOORS,COLD,7,Circle K,GA,Convenience,139,Right-left,6,26,,,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #5159 (SAV),Circle K #5159 (SAV)|1|Circle K #5159 (SAV),,,,,1,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #5159 (SAV)|1|Circle K #5159 (SAV),21075-SAV
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Circle K #5346 (SAV),DOORS,COLD,7,Circle K,GA,Convenience,108,Left-right,4,22,,,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #5346 (SAV),Circle K #5346 (SAV)|1|Circle K #5346 (SAV),,,,,1,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #5346 (SAV)|1|Circle K #5346 (SAV),21075-SAV
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Circle K #7716 (SAV),DOORS,COLD,7,Circle K,GA,Convenience,232,Right-left,8,46,,,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #7716 (SAV),Circle K #7716 (SAV)|1|Circle K #7716 (SAV),,,,,1,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Circle K #7716 (SAV)|1|Circle K #7716 (SAV),21075-SAV
Shelf IQ PowerBI 2025 - Chain.csv,Circle K #2745020 (FITZ),DOORS,COLD,7,Circle K,GA,Convenience,577.75,N/A,19,59,,,,,Shelf IQ PowerBI 2025 - Chain.csv|Circle K #2745020 (FITZ),Circle K #2745020 (FITZ)|1|Circle K #2745020 (FITZ),,,,,1,,,Shelf IQ PowerBI 2025 - Chain.csv|Circle K #2745020 (FITZ)|1|Circle K #2745020 (FITZ),61025-FITZ
Shelf IQ PowerBI 2025 - Chain.csv,Circle K #2745043 (FITZ),DOORS,COLD,7,Circle K,GA,Convenience,488,N/A,12,47,,,,,Shelf IQ PowerBI 2025 - Chain.csv|Circle K #2745043 (FITZ),Circle K #2745043 (FITZ)|1|Circle K #2745043 (FITZ),,,,,1,,,Shelf IQ PowerBI 2025 - Chain.csv|Circle K #2745043 (FITZ)|1|Circle K #2745043 (FITZ),61025-FITZ
Shelf IQ PowerBI 2025 - Chain.csv,Circle K #2745073 (FITZ),DOORS,COLD,7,Circle K,GA,Convenience,116,N/A,4,21,,,,,Shelf IQ PowerBI 2025 - Chain.csv|Circle K #2745073 (FITZ),Circle K #2745073 (FITZ)|1|Circle K #2745073 (FITZ),,,,,1,,,Shelf IQ PowerBI 2025 - Chain.csv|Circle K #2745073 (FITZ)|1|Circle K #2745073 (FITZ),61025-FITZ
Shelf IQ PowerBI 2025 - Chain.csv,Circle K #2745083 (FITZ),DOORS,COLD,7,Circle K,GA,Convenience,485,N/A,12,58,,,,,Shelf IQ PowerBI 2025 - Chain.csv|Circle K #2745083 (FITZ),Circle K #2745083 (FITZ)|1|Circle K #2745083 (FITZ),,,,,1,,,Shelf IQ PowerBI 2025 - Chain.csv|Circle K #2745083 (FITZ)|1|Circle K #2745083 (FITZ),61025-FITZ
Shelf IQ PowerBI 2025 - Chain.csv,Circle K #2745086 (FITZ),DOORS,COLD,7,Circle K,GA,Convenience,116,N/A,4,22,,,,,Shelf IQ PowerBI 2025 - Chain.csv|Circle K #2745086 (FITZ),Circle K #2745086 (FITZ)|1|Circle K #2745086 (FITZ),,,,,1,,,Shelf IQ PowerBI 2025 - Chain.csv|Circle K #2745086 (FITZ)|1|Circle K #2745086 (FITZ),61025-FITZ
Shelf IQ PowerBI 2025 - Chain.csv,Circle K #2745157 (FITZ),DOORS,COLD,7,Circle K,GA,Convenience,562,N/A,15,74,,,,,Shelf IQ PowerBI 2025 - Chain.csv|Circle K #2745157 (FITZ),Circle K #2745157 (FITZ)|1|Circle K #2745157 (FITZ),,,,,1,,,Shelf IQ PowerBI 2025 - Chain.csv|Circle K #2745157 (FITZ)|1|Circle K #2745157 (FITZ),61025-FITZ
Shelf IQ PowerBI 2025 - Chain.csv,Circle K #2745191 (FITZ),DOORS,COLD,7,Circle K,GA,Convenience,688,N/A,20,86,,,,,Shelf IQ PowerBI 2025 - Chain.csv|Circle K #2745191 (FITZ),Circle K #2745191 (FITZ)|1|Circle K #2745191 (FITZ),,,,,1,,,Shelf IQ PowerBI 2025 - Chain.csv|Circle K #2745191 (FITZ)|1|Circle K #2745191 (FITZ),61025-FITZ
Shelf IQ PowerBI 2025 - Chain.csv,Circle K #2745078 (FITZ),DOORS,COLD,7,Circle K,GA,Convenience,569,N/A,15,70,,,,,Shelf IQ PowerBI 2025 - Chain.csv|Circle K #2745078 (FITZ),Circle K #2745078 (FITZ)|1|Circle K #2745078 (FITZ),,,,,1,,,Shelf IQ PowerBI 2025 - Chain.csv|Circle K #2745078 (FITZ)|1|Circle K #2745078 (FITZ),61025-FITZ
Shelf IQ PowerBI 2025 - Chain.csv,Circle K #2745006 (VID),DOORS,COLD,7,Circle K,GA,Convenience,580,N/A,24,50,,,,,Shelf IQ PowerBI 2025 - Chain.csv|Circle K #2745006 (VID),Circle K #2745006 (VID)|1|Circle K #2745006 (VID),,,,,1,,,Shelf IQ PowerBI 2025 - Chain.csv|Circle K #2745006 (VID)|1|Circle K #2745006 (VID),21052-VID
Shelf IQ PowerBI 2025 - Chain.csv,Circle K #2745011 (VID),DOORS,COLD,7,Circle K,GA,Convenience,109,N/A,4,22,,,,,Shelf IQ PowerBI 2025 - Chain.csv|Circle K #2745011 (VID),Circle K #2745011 (VID)|1|Circle K #2745011 (VID),,,,,1,,,Shelf IQ PowerBI 2025 - Chain.csv|Circle K #2745011 (VID)|1|Circle K #2745011 (VID),21052-VID
Shelf IQ PowerBI 2025 - Chain.csv,Circle K #2745016 (VID),DOORS,COLD,7,Circle K,GA,Convenience,112,N/A,4,22,,,,,Shelf IQ PowerBI 2025 - Chain.csv|Circle K #2745016 (VID),Circle K #2745016 (VID)|1|Circle K #2745016 (VID),,,,,1,,,Shelf IQ PowerBI 2025 - Chain.csv|Circle K #2745016 (VID)|1|Circle K #2745016 (VID),21052-VID
Shelf IQ PowerBI 2025 - Chain.csv,Circle K #2745019 (VID),DOORS,COLD,7,Circle K,GA,Convenience,467,N/A,18,40,,,,,Shelf IQ PowerBI 2025 - Chain.csv|Circle K #2745019 (VID),Circle K #2745019 (VID)|1|Circle K #2745019 (VID),,,,,1,,,Shelf IQ PowerBI 2025 - Chain.csv|Circle K #2745019 (VID)|1|Circle K #2745019 (VID),21052-VID
Shelf IQ PowerBI 2025 - Chain.csv,Circle K #2745021 (VID),DOORS,COLD,7,Circle K,GA,Convenience,606,N/A,22,46,,,,,Shelf IQ PowerBI 2025 - Chain.csv|Circle K #2745021 (VID),Circle K #2745021 (VID)|1|Circle K #2745021 (VID),,,,,1,,,Shelf IQ PowerBI 2025 - Chain.csv|Circle K #2745021 (VID)|1|Circle K #2745021 (VID),21052-VID
Shelf IQ PowerBI 2025 - Chain.csv,Circle K #2745037 (VID),DOORS,COLD,7,Circle K,GA,Convenience,637,N/A,22,47,,,,,Shelf IQ PowerBI 2025 - Chain.csv|Circle K #2745037 (VID),Circle K #2745037 (VID)|1|Circle K #2745037 (VID),,,,,1,,,Shelf IQ PowerBI 2025 - Chain.csv|Circle K #2745037 (VID)|1|Circle K #2745037 (VID),21052-VID
Shelf IQ PowerBI 2025 - Chain.csv,Circle K #2745040 (VID),DOORS,COLD,7,Circle K,GA,Convenience,463,N/A,11,45,,,,,Shelf IQ PowerBI 2025 - Chain.csv|Circle K #2745040 (VID),Circle K #2745040 (VID)|1|Circle K #2745040 (VID),,,,,1,,,Shelf IQ PowerBI 2025 - Chain.csv|Circle K #2745040 (VID)|1|Circle K #2745040 (VID),21052-VID
Shelf IQ PowerBI 2025 - Chain.csv,Circle K #2745042 (VID),DOORS,COLD,7,Circle K,GA,Convenience,322,N/A,10,46,,,,,Shelf IQ PowerBI 2025 - Chain.csv|Circle K #2745042 (VID),Circle K #2745042 (VID)|1|Circle K #2745042 (VID),,,,,1,,,Shelf IQ PowerBI 2025 - Chain.csv|Circle K #2745042 (VID)|1|Circle K #2745042 (VID),21052-VID
Shelf IQ PowerBI 2025 - Chain.csv,Circle K #2745069 (VID),DOORS,COLD,7,Circle K,GA,Convenience,140,N/A,5,31,,,,,Shelf IQ PowerBI 2025 - Chain.csv|Circle K #2745069 (VID),Circle K #2745069 (VID)|1|Circle K #2745069 (VID),,,,,1,,,Shelf IQ PowerBI 2025 - Chain.csv|Circle K #2745069 (VID)|1|Circle K #2745069 (VID),21052-VID
Shelf IQ PowerBI 2025 - Chain.csv,Circle K #2745072 (VID),DOORS,COLD,7,Circle K,GA,Convenience,401,N/A,11,41,,,,,Shelf IQ PowerBI 2025 - Chain.csv|Circle K #2745072 (VID),Circle K #2745072 (VID)|1|Circle K #2745072 (VID),,,,,1,,,Shelf IQ PowerBI 2025 - Chain.csv|Circle K #2745072 (VID)|1|Circle K #2745072 (VID),21052-VID
Shelf IQ PowerBI 2025 - Chain.csv,Circle K #2745099 (VID),DOORS,COLD,7,Circle K,GA,Convenience,112,N/A,4,23,,,,,Shelf IQ PowerBI 2025 - Chain.csv|Circle K #2745099 (VID),Circle K #2745099 (VID)|1|Circle K #2745099 (VID),,,,,1,,,Shelf IQ PowerBI 2025 - Chain.csv|Circle K #2745099 (VID)|1|Circle K #2745099 (VID),21052-VID
Shelf IQ PowerBI 2025 - Chain.csv,Circle K #2745104 (VID),DOORS,COLD,7,Circle K,GA,Convenience,651,N/A,27,58,,,,,Shelf IQ PowerBI 2025 - Chain.csv|Circle K #2745104 (VID),Circle K #2745104 (VID)|1|Circle K #2745104 (VID),,,,,1,,,Shelf IQ PowerBI 2025 - Chain.csv|Circle K #2745104 (VID)|1|Circle K #2745104 (VID),21052-VID
Shelf IQ PowerBI 2025 - Chain.csv,Circle K #2745128 (VID),DOORS,COLD,7,Circle K,GA,Convenience,464,N/A,13,53,,,,,Shelf IQ PowerBI 2025 - Chain.csv|Circle K #2745128 (VID),Circle K #2745128 (VID)|1|Circle K #2745128 (VID),,,,,1,,,Shelf IQ PowerBI 2025 - Chain.csv|Circle K #2745128 (VID)|1|Circle K #2745128 (VID),21052-VID
Shelf IQ PowerBI 2025 - Chain.csv,Circle K #2745134 (VID),DOORS,COLD,7,Circle K,GA,Convenience,510,N/A,18,48,,,,,Shelf IQ PowerBI 2025 - Chain.csv|Circle K #2745134 (VID),Circle K #2745134 (VID)|1|Circle K #2745134 (VID),,,,,1,,,Shelf IQ PowerBI 2025 - Chain.csv|Circle K #2745134 (VID)|1|Circle K #2745134 (VID),21052-VID
Shelf IQ PowerBI 2025 - Chain.csv,Circle K #2745159 (VID),DOORS,COLD,7,Circle K,GA,Convenience,642,N/A,27,54,,,,,Shelf IQ PowerBI 2025 - Chain.csv|Circle K #2745159 (VID),Circle K #2745159 (VID)|1|Circle K #2745159 (VID),,,,,1,,,Shelf IQ PowerBI 2025 - Chain.csv|Circle K #2745159 (VID)|1|Circle K #2745159 (VID),21052-VID
Shelf IQ PowerBI 2025 - Chain.csv,Circle K #129 (VID),DOORS,COLD,7,Circle K,GA,Convenience,500,N/A,12,50,,,,,Shelf IQ PowerBI 2025 - Chain.csv|Circle K #129 (VID),Circle K #129 (VID)|1|Circle K #129 (VID),,,,,1,,,Shelf IQ PowerBI 2025 - Chain.csv|Circle K #129 (VID)|1|Circle K #129 (VID),21052-VID
